"naptan_id","name","line_ids","modes"
"940GZZDLABR","Abbey Road","dlr","dlr"
"910GABWDXR","Abbey Wood","elizabeth","elizabeth-line"
"HUBABW","Abbey Wood","elizabeth,southeastern,thameslink","elizabeth-line,national-rail"
"9100ABWDXR0","Abbey Wood Station","elizabeth","elizabeth-line"
"9100ABWDXR1","Abbey Wood Station","elizabeth","elizabeth-line"
"910GACTNCTL","Acton Central","mildmay","overground"
"9100ACTNCTL0","Acton Central Station","mildmay","overground"
"9100ACTNCTL1","Acton Central Station","mildmay","overground"
"910GACTONML","Acton Main Line","elizabeth,great-western-railway","elizabeth-line,national-rail"
"9100ACTONML0","Acton Main Line Station","elizabeth,great-western-railway","elizabeth-line,national-rail"
"940GZZLUACT","Acton Town","district,piccadilly","tube"
"940GZZLUALD","Aldgate","circle,metropolitan","tube"
"940GZZLUADE","Aldgate East","district,hammersmith-city","tube"
"940GZZDLALL","All Saints","dlr","dlr"
"940GZZLUALP","Alperton","piccadilly","tube"
"940GZZLUAMS","Amersham","metropolitan","tube"
"HUBAMR","Amersham","chiltern-railways,metropolitan","bus,national-rail,tube"
"910GANERLEY","Anerley","southern,windrush","national-rail,overground"
"9100ANERLEY0","Anerley Station","southern,windrush","national-rail,overground"
"9100ANERLEY1","Anerley Station","southern,windrush","national-rail,overground"
"940GZZLUAGL","Angel","northern","tube"
"9400ZZLUAGL2","Angel Station","northern","tube"
"940GZZLUACY","Archway","northern","tube"
"9400ZZLUACY2","Archway Station","northern","tube"
"940GZZLUASG","Arnos Grove","piccadilly","tube"
"940GZZLUASL","Arsenal","piccadilly","tube"
"940GZZLUBST","Baker Street","bakerloo,circle,hammersmith-city,jubilee,metropolitan","tube"
"940GZZLUBLM","Balham","northern","tube"
"HUBBAL","Balham","northern,southern","bus,national-rail,tube"
"9400ZZLUBLM2","Balham Station","northern","tube"
"9400ZZDLBNK2","Bank","dlr","dlr"
"940GZZDLBNK","Bank","dlr","dlr"
"940GZZLUBNK","Bank","central,northern,waterloo-city","tube"
"HUBBAN","Bank","133,141,21,25,26,43,8,central,dlr,n21,n242,n25,n26,n550,n551,n8,northern,waterloo-city","bus,dlr,tube"
"940GZZLUBBN","Barbican","circle,hammersmith-city,metropolitan","tube"
"910GBARKING","Barking","c2c,suffragette","national-rail,overground"
"940GZZLUBKG","Barking","district,hammersmith-city","tube"
"HUBBKG","Barking","c2c,district,hammersmith-city,suffragette","bus,national-rail,overground,tube"
"910GBARKRIV","Barking Riverside","suffragette","overground"
"9100BARKRIV1","Barking Riverside Station","suffragette","overground"
"9100BARKRIV2","Barking Riverside Station","suffragette","overground"
"9100BARKING1","Barking Station","c2c,suffragette","national-rail,overground"
"940GZZLUBKE","Barkingside","central","tube"
"940GZZLUBSC","Barons Court","district,piccadilly","tube"
"940GZZBPSUST","Battersea Power Station","northern","tube"
"940GZZLUBWT","Bayswater","circle,district","tube"
"940GZZDLBEC","Beckton","dlr","dlr"
"940GZZDLBPK","Beckton Park","dlr","dlr"
"940GZZLUBEC","Becontree","district","tube"
"940GZZLUBZP","Belsize Park","northern","tube"
"940GZZLUBMY","Bermondsey","jubilee","tube"
"9100BTHNLGR0","Bethnal Green","greater-anglia,weaver","national-rail,overground"
"9100BTHNLGR1","Bethnal Green","greater-anglia,weaver","national-rail,overground"
"910GBTHNLGR","Bethnal Green","greater-anglia,weaver","national-rail,overground"
"9400ZZLUBLG2","Bethnal Green","central","tube"
"940GZZLUBLG","Bethnal Green","central","tube"
"940GZZLUBKF","Blackfriars","circle,district","tube"
"HUBBFR","Blackfriars","40,63,circle,district,n63,n89,southeastern,thameslink","bus,national-rail,tube"
"910GBLCHSRD","Blackhorse Road","suffragette","overground"
"940GZZLUBLR","Blackhorse Road","victoria","tube"
"HUBBHO","Blackhorse Road","suffragette,victoria","bus,overground,tube"
"9100BLCHSRD0","Blackhorse Road Station","suffragette","overground"
"9100BLCHSRD1","Blackhorse Road Station","suffragette","overground"
"9400ZZLUBLR2","Blackhorse Road Station","victoria","tube"
"940GZZDLBLA","Blackwall","dlr","dlr"
"910GBONDST","Bond Street","elizabeth","elizabeth-line"
"940GZZLUBND","Bond Street","central,jubilee","tube"
"HUBBDS","Bond Street","central,elizabeth,jubilee","elizabeth-line,tube"
"9100BONDST0","Bond Street Station","elizabeth","elizabeth-line"
"9100BONDST1","Bond Street Station","elizabeth","elizabeth-line"
"9400ZZLUBND4","Bond Street Station","central","tube"
"940GZZLUBOR","Borough","northern","tube"
"940GZZLUBOS","Boston Manor","piccadilly","tube"
"9400ZZLUBDS2","Bounds Green","piccadilly","tube"
"940GZZLUBDS","Bounds Green","piccadilly","tube"
"940GZZDLBOW","Bow Church","dlr","dlr"
"940GZZLUBWR","Bow Road","district,hammersmith-city","tube"
"940GZZLUBTX","Brent Cross","northern","tube"
"9400ZZLUBTX2","Brent Cross Station","northern","tube"
"9100BRTWOOD1","Brentwood","elizabeth","elizabeth-line"
"9100BRTWOOD2","Brentwood","elizabeth","elizabeth-line"
"910GBRTWOOD","Brentwood","elizabeth","elizabeth-line"
"940GZZLUBXN","Brixton","victoria","tube"
"HUBBRX","Brixton","southeastern,victoria","bus,national-rail,tube"
"910GBROCKLY","Brockley","southern,windrush","national-rail,overground"
"9100BROCKLY0","Brockley Station","southern,windrush","national-rail,overground"
"9100BROCKLY1","Brockley Station","southern,windrush","national-rail,overground"
"940GZZLUBBB","Bromley-by-Bow","district,hammersmith-city","tube"
"910GBRBY","Brondesbury","mildmay","overground"
"910GBRBYPK","Brondesbury Park","mildmay","overground"
"9100BRBYPK0","Brondesbury Park Station","mildmay","overground"
"9100BRBYPK1","Brondesbury Park Station","mildmay","overground"
"9100BRBY0","Brondesbury Station","mildmay","overground"
"9100BRBY1","Brondesbury Station","mildmay","overground"
"910GBRUCGRV","Bruce Grove","greater-anglia,weaver","national-rail,overground"
"9100BRUCGRV0","Bruce Grove Station","greater-anglia,weaver","national-rail,overground"
"9100BRUCGRV1","Bruce Grove Station","greater-anglia,weaver","national-rail,overground"
"940GZZLUBKH","Buckhurst Hill","167,677,central,w14","bus,tube"
"9100BNHAM0","Burnham (Berks)","elizabeth","elizabeth-line"
"910GBNHAM","Burnham (Berks)","elizabeth,great-western-railway","elizabeth-line,national-rail"
"940GZZLUBTK","Burnt Oak","northern","tube"
"9400ZZLUBTK2","Burnt Oak Station","northern","tube"
"910GBHILLPK","Bush Hill Park","377,weaver","bus,overground"
"9100BHILLPK0","Bush Hill Park Station","weaver","overground"
"9100BHILLPK1","Bush Hill Park Station","weaver","overground"
"9100BUSHYDC1","Bushey","lioness","overground"
"9100BUSHYDC2","Bushey","lioness","overground"
"910GBUSHEY","Bushey","west-midlands-trains","national-rail,overground"
"910GBUSHYDC","Bushey","lioness","overground"
"HUBBSH","Bushey","142,258,lioness,west-midlands-trains","bus,national-rail,overground"
"940GZZLUCAR","Caledonian Road","piccadilly","tube"
"910GCLDNNRB","Caledonian Road & Barnsbury","mildmay","overground"
"9100CLDNNRB1","Caledonian Road & Barnsbury Station","mildmay","overground"
"9400ZZLUCAR2","Caledonian Road Station","piccadilly","tube"
"910GCAMHTH","Cambridge Heath (London)","greater-anglia,weaver","national-rail,overground"
"9100CAMHTH0","Cambridge Heath Station","greater-anglia,weaver","national-rail,overground"
"9100CAMHTH2","Cambridge Heath Station","greater-anglia,weaver","national-rail,overground"
"910GCMDNRD","Camden Road","mildmay","overground"
"9100CMDNRD0","Camden Road Station","mildmay","overground"
